Notice;Titre;Auteur;Editeur;ISBN;"Date publication";"Categorie prêt";Cote;CB;"Numéro inventaire";Statut;Perdu;Retiré;"Date création";"Dernier prêt";"Nb prêts";"Nb renouvellements";"Prêts période";PPN
366092;Hématologie;"Benjamin Alos";Vernazobres-Grego;978-2-8183-0510-2;2012;P;"WH 10 GUI";1052021799;V532587;Disponible;"Non perdu";"Non retiré";2012-03-27;2016-01-25;3;;;15905494X
366092;Hématologie;"Benjamin Alos";Vernazobres-Grego;978-2-8183-0510-2;2012;P;"WH 10 GUI";1052021782;V532588;Disponible;"Non perdu";"Non retiré";2012-03-27;2017-07-19;5;;;15905494X
425299;Hématologie;"[par] Cédric Rossi, Mathieu Meunier, Alexis Caulier";"Ellipses Édition";978-2-3400-1098-7;2016;E;"WH 10 HEM 2016";1052154978;V542830;Disponible;"Non perdu";"Non retiré";2016-10-04;;;;;194463435
425299;Hématologie;"[par] Cédric Rossi, Mathieu Meunier, Alexis Caulier";"Ellipses Édition";978-2-3400-1098-7;2016;P;"WH 10 HEM 2016";1052154985;V542834;Disponible;"Non perdu";"Non retiré";2016-10-04;2019-10-18;6;;2;194463435
425299;Hématologie;"[par] Cédric Rossi, Mathieu Meunier, Alexis Caulier";"Ellipses Édition";978-2-3400-1098-7;2016;P;"WH 10 HEM 2016";1052154992;V542833;Disponible;"Non perdu";"Non retiré";2016-10-04;2019-11-06;10;4;9;194463435
425299;Hématologie;"[par] Cédric Rossi, Mathieu Meunier, Alexis Caulier";"Ellipses Édition";978-2-3400-1098-7;2016;P;"WH 10 HEM 2016";1052155005;V542832;Disponible;"Non perdu";"Non retiré";2016-10-04;2020-02-24;6;;2;194463435
425299;Hématologie;"[par] Cédric Rossi, Mathieu Meunier, Alexis Caulier";"Ellipses Édition";978-2-3400-1098-7;2016;P;"WH 10 HEM 2016";1052155012;V542831;Disponible;"Non perdu";"Non retiré";2016-10-04;2017-06-29;3;;;194463435
300197;"Hématologie en pratique clinique";"Robert S. Hillman,... Kenneth A. Ault,... Henry M. Rinder,...";"Médecine-sciences Flammarion";978-2-257-10833-3;2007;P;"WH 10 HIL";1051591200;V521541;Disponible;"Non perdu";"Non retiré";2007-09-06;2019-11-06;22;1;4;117439428
207408;"Color atlas of clinical hematology";"A. Victor Hoffbrand,... John E. Pettit,...";Mosby;0-7234-3115-9;2000;E;"WH 10 HOF";1050773898;477744;Disponible;"Non perdu";"Non retiré";2000-11-27;2019-12-12;3;;2;053168771
487333;"L'essentiel en hématologie";"A. Victor Hoffbrand,... Paul A. H. Moss,...";Maloine;978-2-224-03518-1;2018;P;"WH 10 HOF";1052391847;V549072;Disponible;"Non perdu";"Non retiré";2018-12-03;2020-10-29;5;3;8;231400799
487333;"L'essentiel en hématologie";"A. Victor Hoffbrand,... Paul A. H. Moss,...";Maloine;978-2-224-03518-1;2018;P;"WH 10 HOF";1052391854;V549073;Disponible;"Non perdu";"Non retiré";2018-12-03;2019-12-18;4;5;9;231400799
487333;"L'essentiel en hématologie";"A. Victor Hoffbrand,... Paul A. H. Moss,...";Maloine;978-2-224-03518-1;2018;E;"WH 10 HOF";1052391816;V549070;Disponible;"Non perdu";"Non retiré";2018-12-03;;;;;231400799
487333;"L'essentiel en hématologie";"A. Victor Hoffbrand,... Paul A. H. Moss,...";Maloine;978-2-224-03518-1;2018;P;"WH 10 HOF";1052391823;V549071;Disponible;"Non perdu";"Non retiré";2018-12-03;2020-09-10;1;2;3;231400799
487333;"L'essentiel en hématologie";"A. Victor Hoffbrand,... Paul A. H. Moss,...";Maloine;978-2-224-03518-1;2018;P;"WH 10 HOF";1052391830;V549074;Disponible;"Non perdu";"Non retiré";2018-12-03;;;;;231400799
257667;Hématologie;"Martin R. Howard, Peter J. Hamilton";Elsevier;2-84299-572-4;2004;P;"WH 10 HOW";1051174236;V515213;Disponible;"Non perdu";"Non retiré";2004-09-16;2018-05-16;39;;1;08239119X
257667;Hématologie;"Martin R. Howard, Peter J. Hamilton";Elsevier;2-84299-572-4;2004;P;"WH 10 HOW";1051274233;V515797;Disponible;"Non perdu";"Non retiré";2005-04-19;2018-03-27;35;1;2;08239119X
257667;Hématologie;"Martin R. Howard, Peter J. Hamilton";Elsevier;2-84299-572-4;2004;E;"WH 10 HOW";1051275452;V516043;Disponible;"Non perdu";"Non retiré";2005-04-19;;;;;08239119X
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;E;"WH 10 IKB 2017";1052375519;V546618;Disponible;"Non perdu";"Non retiré";2017-12-15;;;;;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375526;V546619;Disponible;"Perdu (long retard)";"Non retiré";2017-12-15;2019-10-22;4;1;5;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375533;V546620;Disponible;"Non perdu";"Non retiré";2017-12-15;2020-01-29;3;1;4;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375540;V546621;Disponible;"Non perdu";"Non retiré";2017-12-15;2020-10-29;3;;3;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375557;V546622;Disponible;"Non perdu";"Non retiré";2017-12-15;2019-07-03;3;1;4;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375564;V546623;Disponible;"Non perdu";"Non retiré";2017-12-15;2019-12-18;1;1;2;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375571;V546624;Disponible;"Non perdu";"Non retiré";2017-12-15;2019-02-26;4;1;5;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375588;V546625;Disponible;"Non perdu";"Non retiré";2017-12-15;2019-01-28;2;2;4;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375595;V546626;Disponible;"Non perdu";"Non retiré";2017-12-15;2018-09-12;4;;4;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375601;V546627;Disponible;"Non perdu";"Non retiré";2017-12-15;2020-10-29;4;2;6;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375618;V546628;Disponible;"Non perdu";"Non retiré";2017-12-15;2020-09-10;3;3;6;220095701
462717;"Hématologie, onco-hématologie";"Jérôme Paillassa, Charles Herbaux";"Éditions Vernazobres-Grego";978-2-8183-1501-9;2017;P;"WH 10 IKB 2017";1052375625;V546629;Disponible;"Non perdu";"Non retiré";2017-12-15;2018-04-14;2;;2;220095701
376008;"Infections en hématologie";"[sous la direction de] Catherine Cordonnier et Raoul Herbrecht";"J. Libbey Eurotext";978-2-7420-0811-7;2012;P;"WH 10 INF";1051962642;V534788;Disponible;"Non perdu";"Non retiré";2013-06-04;2018-12-15;2;1;3;167207008
272495;"Hématologie diabétologie";"Vincent Labbé";"Editions Vernazobres-Grego";2-84136-531-X;2005;P;"WH 10 LAB";1051400885;V517240;Disponible;"Non perdu";"Non retiré";2005-09-07;2014-06-10;17;;;091482453
272495;"Hématologie diabétologie";"Vincent Labbé";"Editions Vernazobres-Grego";2-84136-531-X;2005;E;"WH 10 LAB";1051546637;V521969;Disponible;"Non perdu";"Non retiré";2007-07-25;;;;;091482453
272495;"Hématologie diabétologie";"Vincent Labbé";"Editions Vernazobres-Grego";2-84136-531-X;2005;P;"WH 10 LAB";1051546620;V521970;Disponible;"Non perdu";"Non retiré";2007-07-25;2014-01-27;9;;;091482453
239935;Hématologie;"Atul B. Mehta, A. Victor Hoffbrand";"De Boeck";2-7445-0141-7;2003;P;"WH 10 MEH";1051063356;V511297;Disponible;"Non perdu";"Non retiré";2003-05-15;2019-11-06;52;1;3;071034781
239935;Hématologie;"Atul B. Mehta, A. Victor Hoffbrand";"De Boeck";2-7445-0141-7;2003;P;"WH 10 MEH";1051173192;V515017;Disponible;"Non perdu";"Non retiré";2004-10-19;2018-05-09;44;;1;071034781
402269;"Hématologie, onco-hématologie";"Charles Herbaux";Vernazobres-Grego;978-2-8183-1248-3;2014;P;"WH 10 MKB 2015";1052098999;V540182;Disponible;"Non perdu";"Non retiré";2015-04-27;2017-09-27;4;;;181651076
402269;"Hématologie, onco-hématologie";"Charles Herbaux";Vernazobres-Grego;978-2-8183-1248-3;2014;P;"WH 10 MKB 2015";1052099002;V540188;Disponible;"Non perdu";"Non retiré";2015-04-27;2017-10-09;7;;;181651076
402269;"Hématologie, onco-hématologie";"Charles Herbaux";Vernazobres-Grego;978-2-8183-1248-3;2014;P;"WH 10 MKB 2015";1052099019;V540187;Disponible;"Non perdu";"Non retiré";2015-04-27;2017-01-16;6;;;181651076
402269;"Hématologie, onco-hématologie";"Charles Herbaux";Vernazobres-Grego;978-2-8183-1248-3;2014;P;"WH 10 MKB 2015";1052099064;V540185;Disponible;"Non perdu";"Non retiré";2015-04-27;2017-11-07;13;;;181651076
402269;"Hématologie, onco-hématologie";"Charles Herbaux";Vernazobres-Grego;978-2-8183-1248-3;2014;P;"WH 10 MKB 2015";1052099057;V540186;Disponible;"Non perdu";"Non retiré";2015-04-27;2017-10-18;7;;;181651076
402269;"Hématologie, onco-hématologie";"Charles Herbaux";Vernazobres-Grego;978-2-8183-1248-3;2014;P;"WH 10 MKB 2015";1052099040;V540183;Disponible;"Non perdu";"Non retiré";2015-04-27;2017-09-25;6;;;181651076
402269;"Hématologie, onco-hématologie";"Charles Herbaux";Vernazobres-Grego;978-2-8183-1248-3;2014;P;"WH 10 MKB 2015";1052099033;V540184;Disponible;"Non perdu";"Non retiré";2015-04-27;2019-02-25;8;1;3;181651076
402269;"Hématologie, onco-hématologie";"Charles Herbaux";Vernazobres-Grego;978-2-8183-1248-3;2014;E;"WH 10 MKB 2015";1052099026;V540189;Disponible;"Non perdu";"Non retiré";2015-04-27;;;;;181651076
553906;"Anomalies de l'hémogramme chez les personnes âgées de 70 ans et plus";"Fanny Ntolo Ebogo";"Éditions universitaires européennes";978-613-9-55272-6;2020;P;"WH 10 NTO";1052440101;V552369;Disponible;"Non perdu";"Non retiré";2020-09-01;;;;;24920830X
300218;Hématologie;"Sylvain Choquet,...";Ellipses;978-2-7298-3446-3;2007;P;"WH 10 REU 2007";1051744767;V523801;Disponible;"Non perdu";"Non retiré";2008-08-26;2019-11-06;31;;1;117448303
300218;Hématologie;"Sylvain Choquet,...";Ellipses;978-2-7298-3446-3;2007;P;"WH 10 REU 2007";1051546255;V521611;Disponible;"Non perdu";"Non retiré";2007-09-06;2019-10-17;30;2;3;117448303
47341;"Ne cherchez pas votre sosie";"Charles Salmon";Frison-Roche;2-87671-179-6;1995;P;"WH 10 SAL";1051052732;480967;Disponible;"Non perdu";"Non retiré";2002-12-03;2003-02-12;1;;;003657310
368456;"Atlas des gestes en hématologie";"Dr Adrian Tempescul, Dr Jean-Christophe Ianotto";"Potentiel d'action éd.";978-2-917996-09-6;2012;P;"WH 10 TEM";1052028644;V533100;Disponible;"Non perdu";"Non retiré";2012-06-13;2018-10-20;1;1;2;161038859
368456;"Atlas des gestes en hématologie";"Dr Adrian Tempescul, Dr Jean-Christophe Ianotto";"Potentiel d'action éd.";978-2-917996-09-6;2012;P;"WH 10 TEM";1052028651;V533101;Disponible;"Non perdu";"Non retiré";2012-06-13;;;;;161038859
280674;"Atlas de poche d'hématologie";"Harald Theml,...Heinz Diem,...Torsten Haferlach,...";"Flammarion Médecine-Sciences";2-257-12132-5;2006;P;"WH 10 THE";1051466393;V518912;Disponible;"Non perdu";"Non retiré";2006-05-17;2013-04-30;16;;;099117010
280674;"Atlas de poche d'hématologie";"Harald Theml,...Heinz Diem,...Torsten Haferlach,...";"Flammarion Médecine-Sciences";2-257-12132-5;2006;P;"WH 10 THE";1051466379;V518913;Disponible;"Non perdu";"Non retiré";2006-05-17;2018-04-10;25;1;2;099117010
368821;Hématologie;"Bruno Varet";"Médecine Sciences publications, Lavoisier";978-2-257-20467-7;2012;P;"WH 10 VAR";1052036526;V533643;Disponible;"Non perdu";"Non retiré";2012-10-15;2016-05-09;5;;;161470599
368821;Hématologie;"Bruno Varet";"Médecine Sciences publications, Lavoisier";978-2-257-20467-7;2012;P;"WH 10 VAR";1052036519;V533644;Disponible;"Non perdu";"Non retiré";2012-10-15;2013-07-02;2;;;161470599
368821;Hématologie;"Bruno Varet";"Médecine Sciences publications, Lavoisier";978-2-257-20467-7;2012;P;"WH 10 VAR";1052036540;V533645;Disponible;"Non perdu";"Non retiré";2012-10-17;2014-02-05;3;;;161470599
85679;"Manuel d'hématologie";"R. Zittoun,... M.M. Samama,... J.P. Marie,...";Doin;2-7040-0944-9;1998;P;"WH 10 ZIT";1620033763;429558;Disponible;"Non perdu";"Non retiré";2002-01-07;2011-09-08;5;;;009994769
259550;"Hématologie clinique et biologique";"sous la direction de Gérard Sébahoun,...";Arnette;2-7184-1053-1;2005;P;"WH 100 HEM V515575";1051177794;V515575;Disponible;Manquant;"Non retiré";2005-02-15;2016-07-21;36;;;083687300
194150;Hématologie;"Sylvain Choquet";Estem;"2-84371-051-0 | 2-8437-1051-0";1999;P;"WH 18 CHO 477061";1050653725;477061;Disponible;Manquant;"Non retiré";2000-05-24;2016-07-21;28;;;047879602
320536;"Les agents stimulant l'érythropoïèse";"coordonné par Nicole Casadevall, Christian Gisselbrecht, Jérôme Rossert";"J. Libbey Eurotext";978-2-7420-0673-1;2008;P;"WH 20 AGE";1051824698;V525729;Disponible;"Non perdu";"Non retiré";2009-06-13;2010-12-07;4;;;130813540
375311;"Anémie en cancérologie";"coordonné par Guillaume Cartron";"J. Libbey-Eurotext";978-2-7420-0822-3;2012;P;"WH 20 ANE";1052041124;V534296;Disponible;"Non perdu";"Non retiré";2013-03-04;2016-03-29;1;;;166557188
314864;"Autoformation et aide au diagnostic en hématologie avec le logiciel ADH";"Michel Arock, Gilbert Chemla, Jean-Paul Chemla";Springer;978-2-287-77135-4;2008;P;"WH 20 ARO";1051743517;V523629;Disponible;"Non perdu";"Non retiré";2008-07-09;2015-09-17;2;;;12697604X
267539;"Blood transfusion in Europe";"Philippe Rouger, editor";Elsevier;2-84299-588-0;2005;P;"WH 20 BLO";1051187878;V516294;Disponible;"Non perdu";"Non retiré";2005-05-10;;;;;087760282
471122;"Introduction à l'étude de l'hémostase et de la thrombose";"Bernard Boneu,... Jean-Pierre Cazenave,...";"Boehringer Ingelheim";;1997;P;"WH 20 BON";1051182484;V516626;Disponible;"Non perdu";"Non retiré";2018-05-03;;;;;045582351
399007;"Pathologie lymphoïde";"Nicole Brousse et Julie Bruneau";"Sauramps médical";978-2-84023-910-9;2014;P;"WH 20 BRO";1052076683;V537838;Disponible;"Non perdu";"Non retiré";2014-07-17;;;;;179461117
338184;"Les complications pneumologiques chez des patients atteints de pathologies hématologiques";;"Elsevier Masson";;2010;P;"WH 20 COM";1051403398;V528831;Disponible;"Non perdu";"Non retiré";2010-09-07;;;;;145792048
472184;"Leucémie lymphoïde chronique et macroglobulinémie de Waldenström";"[sous la coordination de] Alain Delmer et Pierre Feugier";"Éditions John Libbey Eurotext";978-2-7420-1490-3;2018;P;"WH 20 DEL";1052138398;V547496;Disponible;"Non perdu";"Non retiré";2018-05-18;;;;;226855279
55889;"Atlas de cytopathologie ganglionnaire";"P. Felman,... O. Gentilhomme,...";Arnette;2-7184-0803-0;1997;P;"WH 20 FEL";1050440714;473453;Disponible;"Non perdu";"Non retiré";1997-12-09;2011-10-14;10;;;004210182
281920;"Aide-mémoire d'hémostase";"Michèle Gouault-Heilmann,...";"Flammarion Médecine-Sciences";"2-257-12407-3 | 978-2-2571-2407-4";2006;P;"WH 20 GOU";1051466508;V518909;Disponible;"Non perdu";"Non retiré";2006-05-17;2019-01-21;9;1;3;099435047
281920;"Aide-mémoire d'hémostase";"Michèle Gouault-Heilmann,...";"Flammarion Médecine-Sciences";"2-257-12407-3 | 978-2-2571-2407-4";2006;P;"WH 20 GOU";1051466492;V518910;Disponible;"Non perdu";"Non retiré";2006-05-17;2015-07-07;12;;;099435047
236083;"Greffe de moelle osseuse en pédiatrie";"sous la direction de Dominique Davous";"Espace éthique AP-HP";2-9511402-5-8;2002;P;"WH 20 GRE";1051222005;V513611;Disponible;"Non perdu";"Non retiré";2004-05-11;2012-04-26;3;;;069148600
259030;"La maladie de Willebrand et son traitement";"GREHCO, Groupe de recherche et d'étude de l'hémophilie du Centre et de l'Ouest... [et al.]";"Médecine-Sciences Flammarion";2-257-10097-2;2004;P;"WH 20 GRO";1051176711;V515386;Disponible;"Non perdu";"Non retiré";2005-02-08;;;;;083391509
258037;"Hémorragies et thromboses";"comité de coordination Hôtel-Dieu M.-M. Samama, I. Elalamy, J. Conard... [et al.]";Masson;2-225-85668-0;2004;P;"WH 20 HEM";1051178425;V515790;Disponible;"Non perdu";"Non retiré";2005-04-20;2018-04-10;3;1;2;082580006
320652;"Hémorragies et thromboses";"[sous la direction de Meyer-Michel Samama]";Elsevier-Masson;978-2-294-70481-9;2008;P;"WH 20 HEM";1051752984;V524675;Disponible;"Non perdu";"Non retiré";2009-01-21;2016-10-13;14;;;130896055
320652;"Hémorragies et thromboses";"[sous la direction de Meyer-Michel Samama]";Elsevier-Masson;978-2-294-70481-9;2008;P;"WH 20 HEM";1051615814;V524676;Disponible;"Non perdu";"Non retiré";2009-01-21;2018-03-27;17;1;2;130896055
57218;"L'hémostase";"François Jobin";"Presses de l'Université Laval | Maloine";"2-7637-7377-X | 2-224-02342-1";1995;P;"WH 20 JOB";1050351645;470916;Disponible;"Non perdu";"Non retiré";1996-05-29;2018-03-27;16;1;3;004288742
226746;Leukemia;"[edited by] Edward S. Henderson,... T. Andrew Lister,... Mel F. Greaves,...";Saunders;0-7216-9060-2;2002;P;"WH 20 LEU";1051214048;V512568;Disponible;"Non perdu";"Non retiré";2003-10-21;2005-02-03;1;;;063767058
240836;"Leucémie lymphoi͏̈de chronique";"Jean-Claude Brouet, Michel Leporrier";"J. Libbey Eurotext";2-7420-0451-3;2003;P;"WH 20 LEU";1051069358;V511985;Disponible;"Non perdu";"Non retiré";2003-09-10;2011-03-17;2;;;071622675
375809;"Biotechnology of plasma proteins";"Roger L. Lundblad";"CRC press";978-1-4398-5026-8;2013;P;"WH 20 LUN";1052016825;V534132;Disponible;"Non perdu";"Non retiré";2012-12-18;;;;;167058630
214916;"Les lymphomes malins non hodgkiniens";"Félix Reyes";"J. Libbey Eurotext";2-7420-0307-X;2000;P;"WH 20 LYM";1050784337;478606;Disponible;"Non perdu";"Non retiré";2001-06-23;2007-05-07;6;;;055908853
324098;"Les lymphomes non hodgkiniens";"[présenté par] Christian Gisselbrecht";"J. Libbey Eurotext";"2-7420-0307-X | 978-2-7420-0646-5";2009;P;"WH 20 LYM";1051826234;V525880;Disponible;"Non perdu";"Non retiré";2009-09-02;2010-05-04;2;;;133270653
389338;"Les lymphomes cutanés";"sous l'égide du Groupe français d'étude des lymphomes cutanés";Springer;978-2-8178-0353-1;2013;P;"WH 20 LYM";1052074795;V537883;Disponible;"Non perdu";"Non retiré";2014-07-03;;;;;172270057
183425;"Maladie de Hodgkin de l'adulte | Lymphomes malins non hodgkiniens cérébraux primitifs en dehors de l'infection par VIH";"Fédération nationale des centres de lutte contre le cancer & Groupe d'étude des lymphomes de l'adulte";"J. Libbey Eurotext";2-7420-0234-0;1999;P;"WH 20 MAL";1050616102;476341;Disponible;"Non perdu";"Non retiré";1999-11-19;2017-05-30;4;;;045270856
552262;"La drépanocytose de l'enfant et l'adolescent";"coordonné par Mariane de Montalembert,... et Slimane Allali, Valentine Brousse,... [et al.]";"Elsevier Masson";978-2-294-76049-5;2020;P;"WH 20 MON";1052440576;V552331;Disponible;"Non perdu";"Non retiré";2020-09-08;;;;;248187171
514969;"La moelle osseuse";"Pr Albert Najman";"Odile Jacob";978-2-7381-4970-1;2019;P;"WH 20 NAJ";1052426860;V551965;Disponible;"Non perdu";"Non retiré";2020-06-29;;;;;241274931
297362;"Pathologie ganglionnaire non tumorale";"Josée Audouin, Jacques Diebold, Agnès Le Tourneau... [et al.]";"Elsevier Masson";978-2-84299-885-1;2007;P;"WH 20 PAT";1051588927;V521312;Disponible;"Non perdu";"Non retiré";2007-06-16;2007-11-19;1;;;115138269
351799;"Purpura thrombopénique immunologique et autres cytopénies auto-immunes";"[coordonné par] Bertrand Godeau et Bruno Varet";"J. Libbey";978-2-7420-0770-7;2010;P;"WH 20 PUR";1051985672;V531255;Disponible;"Non perdu";"Non retiré";2011-10-20;;;;;153605715
51330;"Conduite pratique d'un traitement anticoagulant";"Pierre Sié";Doin;2-7040-0830-2;1996;P;"WH 20 SIE";1051212181;V512343;Disponible;"Non perdu";"Non retiré";2003-09-30;2013-11-07;7;;;003915816
331437;"Atlas de pathologie splénique";"Sophie Stanislas, Marie Parrens";"Sauramps médical";978-2-84023-648-1;2009;P;"WH 20 STA";1051861303;V527456;Disponible;"Non perdu";"Non retiré";2010-01-18;;;;;139754164
335272;"Les syndromes myéloprolifératifs";"[sous la direction de] François Guilhot";"J. Libbey Eurotext";978-2-7420-0667-0;2009;P;"WH 20 SYN";1051866476;V527983;Disponible;"Non perdu";"Non retiré";2010-03-25;;;;;143337750
365080;"Les syndromes myélodysplasiques de l'adulte";"Pierre Fenaux, Lionel Adès et François Dreyfus";"J. Libbey Eurotext";978-2-7420-0795-0;2011;P;"WH 20 SYN";1052125855;V541168;Disponible;"Non perdu";"Non retiré";2015-07-21;;;;;158220102
422626;"Les syndromes myélodysplasiques";"Pierre Fenaux, Lionel Adès et François Dreyfus";"John Libbey Eurotext";978-2-7420-1460-6;2016;P;"WH 20 SYN";1052310848;V542111;Disponible;"Non perdu";"Non retiré";2016-05-10;;;;;192980246
260579;"Thérapie cellulaire";"[dir.] William Vainchenker, Josy Reiffers";"J. Libbey Eurotext";2-7420-0559-5;2005;P;"WH 20 THE";1051177190;V515499;Disponible;"Non perdu";"Non retiré";2005-02-22;2007-05-15;1;;;084304995
260579;"Thérapie cellulaire";"[dir.] William Vainchenker, Josy Reiffers";"J. Libbey Eurotext";2-7420-0559-5;2005;P;"WH 20 THE";1051177206;V515500;Disponible;"Non perdu";"Non retiré";2005-02-22;2010-11-17;5;;;084304995
255210;Abdomen;"Michael P. Federle,...Elliot Fishman,...R. Brooke Jeffrey,...[et al.]";Maloine;2-224-02822-9;2004;P;"WI 10 ABD";1051178289;V515704;Disponible;"Non perdu";"Non retiré";2005-04-06;2016-11-02;7;;;081015305
76074;"Actualité en gastro-entérologie";"sous la dir. de S. Bonfils et R. Lambert";"J. Libbey";0-86196-116-1;1987;P;"WI 10 ACT";1050170970;464417;Disponible;"Non perdu";"Non retiré";1996-05-29;2019-02-28;2;2;3;007723482
286537;"Les fonctions sphinctériennes";"G. Amarenco, A. Chantraine";Springer;"2-287-25167-7 | 978-2-287-25167-2";2006;P;"WI 10 AMA";1051580037;V519341;Disponible;"Non perdu";"Non retiré";2006-07-17;2016-02-20;8;;;107701294
256545;"Update gastroenterology 2004";"combined EAGE, ISDS, EDS, EAES and ESPGHAM, postgraduate course 2004, Prague, september 25-25";"J. Libbey Eurotext";2-7420-0538-2;2004;P;"WI 10 ASS";1051457469;V516894;Disponible;"Non perdu";"Non retiré";2005-06-09;;;;;08169718X
277976;"Update gastroenterology 2005";"combined EAGE, EDS, ISDS, EAES, postgraduate course 2005, Copenhaguen, October 15-16";"John Libbey Eurotext";2-7420-0599-4;2005;P;"WI 10 ASS";1051472110;V518257;Disponible;"Non perdu";"Non retiré";2006-02-20;;;;;096217383
292804;"Novel developments in gastroenterology";"combined EAGE, ASNEMGE, EDS, IDS, EAES Postgraduate Course 2006, Berlin, October 21-22";"J. Libbey Eurotext";2-7420-0651-6;2006;P;"WI 10 ASS";1051438987;V520546;Disponible;"Non perdu";"Non retiré";2007-01-31;;;;;112337090
292804;"Novel developments in gastroenterology";"combined EAGE, ASNEMGE, EDS, IDS, EAES Postgraduate Course 2006, Berlin, October 21-22";"J. Libbey Eurotext";2-7420-0651-6;2006;P;"WI 10 ASS";1051595895;V522164;Disponible;"Non perdu";"Non retiré";2007-11-05;;;;;112337090
245758;"Atlas of gastroenterology";"ed. Tadataka Yamada,...";"Lippincott Williams & Wilkins";0-7817-3081-3;2003;P;"WI 10 ATL";1051213348;V512544;Disponible;"Non perdu";"Non retiré";2003-11-21;2016-08-31;3;;;07508032X
336614;"Hépato-gastro-entérologie médicale et chirurgicale";"[dir.] Axel Balian";Vernazobres-Grego;978-2-81830-041-1;2010;P;"WI 10 BAL 2010";1051452471;V528562;Disponible;"Non perdu";"Non retiré";2010-05-25;2016-03-17;10;;;144603039
336614;"Hépato-gastro-entérologie médicale et chirurgicale";"[dir.] Axel Balian";Vernazobres-Grego;978-2-81830-041-1;2010;P;"WI 10 BAL 2010";1051452488;V528563;Disponible;"Non perdu";"Non retiré";2010-05-25;2015-08-24;9;;;144603039
336614;"Hépato-gastro-entérologie médicale et chirurgicale";"[dir.] Axel Balian";Vernazobres-Grego;978-2-81830-041-1;2010;P;"WI 10 BAL 2010";1051452440;V528559;Disponible;"Non perdu";"Non retiré";2010-05-25;2014-02-04;11;;;144603039
336614;"Hépato-gastro-entérologie médicale et chirurgicale";"[dir.] Axel Balian";Vernazobres-Grego;978-2-81830-041-1;2010;P;"WI 10 BAL 2010";1051452457;V528560;Disponible;"Non perdu";"Non retiré";2010-05-25;2020-01-27;10;4;5;144603039
336614;"Hépato-gastro-entérologie médicale et chirurgicale";"[dir.] Axel Balian";Vernazobres-Grego;978-2-81830-041-1;2010;E;"WI 10 BAL 2010";1051452464;V528561;Disponible;"Non perdu";"Non retiré";2010-05-25;;;;;144603039
47499;"Manométrie oesophagienne";"Michel Bouchoucha,...";"Editions médicales internationales";2-7430-0012-0;1995;P;"WI 10 BOU";1050299770;470489;Disponible;"Non perdu";"Non retiré";1996-05-29;2019-02-28;12;3;5;003667782
306465;Hépato-gastro-entérologie;"Christophe Bureau, Jean-Marie Péron, Jean-Pierre Vinel";"Elsevier Masson";978-2-84299-687-1;2008;P;"WI 10 BUR";1051598537;V522696;Disponible;"Non perdu";"Non retiré";2008-02-20;2017-01-05;11;;;12177905X
306465;Hépato-gastro-entérologie;"Christophe Bureau, Jean-Marie Péron, Jean-Pierre Vinel";"Elsevier Masson";978-2-84299-687-1;2008;P;"WI 10 BUR";1051598544;V522697;Disponible;"Non perdu";"Non retiré";2008-02-20;2017-10-31;8;;;12177905X
306465;Hépato-gastro-entérologie;"Christophe Bureau, Jean-Marie Péron, Jean-Pierre Vinel";"Elsevier Masson";978-2-84299-687-1;2008;E;"WI 10 BUR";1051598551;V522698;Disponible;"Non perdu";"Non retiré";2008-02-20;;;;;12177905X
